ordering,seed,normalized_utility,selected_ues,resolved,rounds,switches,measured_switches,completion_switches,completion_domains,cumulative_masked_assignments,gap_decisions,non_yielding_retention_decisions,priority_completion_decisions,repaired_state_priority_decisions,unresolved_conflicts
random_18,15,90.77895172655965,43,True,6,6,3,3,3,5,3,0,3,0,0
random_19,15,95.97903083364753,46,True,8,8,6,2,2,2,4,2,2,0,0
ascending,16,99.27106058905125,53,True,8,8,6,2,2,2,3,3,2,0,0
descending,16,99.27106058905125,53,True,8,8,6,2,2,2,2,4,2,0,0
random_00,16,99.27106058905125,53,True,8,8,6,2,2,2,1,5,2,0,0
random_01,16,99.27106058905125,53,True,8,8,6,2,2,2,1,5,2,0,0
random_02,16,99.27106058905125,53,True,8,8,6,2,2,2,1,5,2,0,0
random_03,16,99.27106058905125,53,True,8,8,6,2,2,2,4,2,2,0,0
random_04,16,99.27106058905125,53,True,8,8,6,2,2,2,2,4,2,0,0
random_05,16,99.27106058905125,53,True,8,8,6,2,2,2,3,3,2,0,0
random_06,16,99.27106058905125,53,True,8,8,6,2,2,2,2,4,2,0,0
random_07,16,99.27106058905125,53,True,8,8,6,2,2,2,2,4,2,0,0
random_08,16,99.27106058905125,53,True,8,8,6,2,2,2,3,3,2,0,0
random_09,16,99.27106058905125,53,True,8,8,6,2,2,2,1,5,2,0,0
random_10,16,99.27106058905125,53,True,8,8,6,2,2,2,3,3,2,0,0
random_11,16,99.27106058905125,53,True,8,8,6,2,2,2,3,3,2,0,0
random_12,16,99.27106058905125,53,True,8,8,6,2,2,2,3,3,2,0,0
random_13,16,99.27106058905125,53,True,8,8,6,2,2,2,4,2,2,0,0
random_14,16,99.27106058905125,53,True,8,8,6,2,2,2,3,3,2,0,0
random_15,16,99.27106058905125,53,True,8,8,6,2,2,2,4,2,2,0,0
random_16,16,99.27106058905125,53,True,8,8,6,2,2,2,3,3,2,0,0
random_17,16,99.27106058905125,53,True,8,8,6,2,2,2,2,4,2,0,0
random_18,16,99.27106058905125,53,True,8,8,6,2,2,2,4,2,2,0,0
random_19,16,99.27106058905125,53,True,8,8,6,2,2,2,4,2,2,0,0
ascending,17,94.10246824560716,46,True,9,9,8,1,1,2,5,3,1,0,0
descending,17,94.08355555826314,48,True,10,10,9,1,1,2,8,1,1,0,0
random_00,17,94.10246824560716,46,True,9,9,8,1,1,2,5,3,1,0,0
random_01,17,94.10246824560716,46,True,9,9,8,1,1,2,5,3,1,0,0
random_02,17,99.99999999999999,50,True,10,10,10,0,0,0,4,6,0,0,0
random_03,17,90.5671905534344,45,True,9,9,7,2,1,5,6,1,2,0,0
random_04,17,99.99999999999999,50,True,10,10,10,0,0,0,4,6,0,0,0
random_05,17,94.10246824560716,46,True,9,9,8,1,1,2,5,3,1,0,0
random_06,17,94.10246824560716,46,True,10,10,9,1,1,2,6,3,1,0,0
random_07,17,94.10246824560716,46,True,9,9,8,1,1,2,5,3,1,0,0
random_08,17,99.99999999999999,50,True,10,10,10,0,0,0,5,5,0,0,0
random_09,17,94.08355555826314,48,True,10,10,9,1,1,2,8,1,1,0,0
random_10,17,99.99999999999999,50,True,10,10,10,0,0,0,4,6,0,0,0
random_11,17,94.10246824560716,46,True,9,9,8,1,1,2,5,3,1,0,0
random_12,17,99.99999999999999,50,True,10,10,10,0,0,0,6,4,0,0,0
random_13,17,94.10246824560716,46,True,9,9,8,1,1,2,5,3,1,0,0
random_14,17,94.10246824560716,46,True,9,9,8,1,1,2,5,3,1,0,0
random_15,17,94.10246824560716,46,True,9,9,8,1,1,2,5,3,1,0,0
random_16,17,90.5671905534344,45,True,9,9,7,2,1,5,6,1,2,0,0
random_17,17,94.10246824560716,46,True,9,9,8,1,1,2,5,3,1,0,0
random_18,17,99.99999999999999,50,True,10,10,10,0,0,0,4,6,0,0,0
random_19,17,94.10246824560716,46,True,9,9,8,1,1,2,5,3,1,0,0
ascending,18,98.87154469178382,54,True,12,12,12,0,0,0,5,7,0,0,0
descending,18,95.23684605646534,51,True,10,10,9,1,1,3,6,3,1,0,0
random_00,18,95.23684605646534,51,True,10,10,9,1,1,3,7,2,1,0,0
random_01,18,93.30369073820553,50,True,10,10,8,2,2,5,6,2,2,0,0
random_02,18,95.49687394819922,51,True,9,9,8,1,1,3,6,2,1,0,0
random_03,18,98.59229280231877,52,True,8,8,7,1,1,2,5,2,1,0,0
random_04,18,95.83223760386377,52,True,11,11,10,1,1,2,6,4,1,0,0
random_05,18,95.83223760386377,52,True,11,11,10,1,1,2,6,4,1,0,0
random_06,18,98.59229280231877,52,True,8,8,7,1,1,2,5,2,1,0,0
random_07,18,95.23684605646534,51,True,10,10,9,1,1,3,7,2,1,0,0
random_08,18,96.65913748405897,51,True,8,8,6,2,2,4,5,1,2,0,0
random_09,18,98.08341727235343,53,True,10,10,9,1,1,2,5,4,1,0,0
random_10,18,95.04411018443336,51,True,8,8,6,2,2,4,6,0,2,0,0
random_11,18,95.70760553603307,51,True,9,9,8,1,1,3,7,1,1,0,0
random_12,18,95.04411018443336,51,True,9,9,7,2,2,4,6,1,2,0,0
random_13,18,95.04411018443336,51,True,9,9,7,2,2,4,6,1,2,0,0
random_14,18,98.11348367340774,52,True,12,12,11,1,1,2,8,3,1,0,0
random_15,18,95.70760553603307,51,True,9,9,8,1,1,3,7,1,1,0,0
random_16,18,95.23684605646534,51,True,10,10,9,1,1,3,7,2,1,0,0
random_17,18,95.23684605646534,51,True,10,10,9,1,1,3,7,2,1,0,0
random_18,18,95.96763342776698,51,True,8,8,7,1,1,3,6,1,1,0,0
random_19,18,95.49687394819922,51,True,9,9,8,1,1,3,6,2,1,0,0
ascending,19,94.64875205370345,45,True,5,5,4,1,1,2,3,1,1,0,0
descending,19,99.96091934582586,49,True,5,5,5,0,0,0,2,3,0,0,0
random_00,19,94.64875205370345,45,True,5,5,4,1,1,2,3,1,1,0,0
random_01,19,94.64875205370345,45,True,5,5,4,1,1,2,3,1,1,0,0
random_02,19,94.64875205370345,45,True,5,5,4,1,1,2,3,1,1,0,0
random_03,19,99.96091934582586,49,True,5,5,5,0,0,0,2,3,0,0,0
random_04,19,99.96091934582586,49,True,5,5,5,0,0,0,2,3,0,0,0
random_05,19,99.96091934582586,49,True,5,5,5,0,0,0,2,3,0,0,0
random_06,19,99.96091934582586,49,True,5,5,5,0,0,0,2,3,0,0,0
random_07,19,94.64875205370345,45,True,5,5,4,1,1,2,3,1,1,0,0
random_08,19,99.96091934582586,49,True,5,5,5,0,0,0,2,3,0,0,0
random_09,19,94.64875205370345,45,True,5,5,4,1,1,2,3,1,1,0,0
random_10,19,94.64875205370345,45,True,5,5,4,1,1,2,3,1,1,0,0
random_11,19,99.96091934582586,49,True,5,5,5,0,0,0,2,3,0,0,0
random_12,19,99.96091934582586,49,True,5,5,5,0,0,0,2,3,0,0,0
random_13,19,94.64875205370345,45,True,5,5,4,1,1,2,3,1,1,0,0
random_14,19,94.64875205370345,45,True,5,5,4,1,1,2,3,1,1,0,0
random_15,19,94.64875205370345,45,True,5,5,4,1,1,2,3,1,1,0,0
random_16,19,99.96091934582586,49,True,5,5,5,0,0,0,2,3,0,0,0
random_17,19,99.96091934582586,49,True,5,5,5,0,0,0,2,3,0,0,0
random_18,19,99.96091934582586,49,True,5,5,5,0,0,0,2,3,0,0,0
random_19,19,94.64875205370345,45,True,5,5,4,1,1,2,3,1,1,0,0
ascending,20,97.77461123241032,50,True,9,9,8,1,1,1,4,4,1,0,0
descending,20,97.77461123241032,50,True,10,10,9,1,1,1,4,5,1,0,0
random_00,20,97.77461123241032,50,True,10,10,9,1,1,1,3,6,1,0,0
random_01,20,97.77461123241032,50,True,9,9,8,1,1,1,4,4,1,0,0
random_02,20,97.77461123241032,50,True,9,9,8,1,1,1,3,5,1,0,0
random_03,20,97.77461123241032,50,True,9,9,8,1,1,1,3,5,1,0,0
random_04,20,97.53219251172585,49,True,12,12,11,1,1,1,5,6,1,0,0
random_05,20,97.77461123241032,50,True,10,10,9,1,1,1,5,4,1,0,0
random_06,20,97.77461123241032,50,True,9,9,8,1,1,1,4,4,1,0,0
random_07,20,97.77461123241032,50,True,10,10,9,1,1,1,4,5,1,0,0
random_08,20,97.77461123241032,50,True,10,10,9,1,1,1,5,4,1,0,0
random_09,20,97.77461123241032,50,True,10,10,9,1,1,1,4,5,1,0,0
random_10,20,97.77461123241032,50,True,9,9,8,1,1,1,3,5,1,0,0
random_11,20,97.53219251172585,49,True,12,12,11,1,1,1,5,6,1,0,0
random_12,20,97.77461123241032,50,True,9,9,8,1,1,1,4,4,1,0,0
random_13,20,97.77461123241032,50,True,10,10,9,1,1,1,4,5,1,0,0
random_14,20,97.77461123241032,50,True,10,10,9,1,1,1,3,6,1,0,0
random_15,20,97.53219251172585,49,True,11,11,10,1,1,1,4,6,1,0,0
random_16,20,97.77461123241032,50,True,10,10,9,1,1,1,4,5,1,0,0
random_17,20,97.77461123241032,50,True,10,10,9,1,1,1,3,6,1,0,0
random_18,20,97.77461123241032,50,True,10,10,9,1,1,1,4,5,1,0,0
random_19,20,97.53219251172585,49,True,11,11,10,1,1,1,5,5,1,0,0
ascending,21,96.50760774094289,53,True,9,9,8,1,1,1,6,2,1,0,0
descending,21,96.50760774094289,53,True,9,9,8,1,1,1,5,3,1,0,0
random_00,21,96.50760774094289,53,True,9,9,8,1,1,1,6,2,1,0,0
random_01,21,96.50760774094289,53,True,9,9,8,1,1,1,5,3,1,0,0
random_02,21,96.50760774094289,53,True,9,9,8,1,1,1,6,2,1,0,0
random_03,21,96.50760774094289,53,True,9,9,8,1,1,1,6,2,1,0,0
random_04,21,96.50760774094289,53,True,9,9,8,1,1,1,5,3,1,0,0
random_05,21,96.50760774094289,53,True,9,9,8,1,1,1,6,2,1,0,0
random_06,21,96.50760774094289,53,True,9,9,8,1,1,1,6,2,1,0,0
random_07,21,96.50760774094289,53,True,9,9,8,1,1,1,5,3,1,0,0
random_08,21,94.47062680114567,51,True,9,9,8,1,1,2,6,2,1,0,0
random_09,21,96.50760774094289,53,True,9,9,8,1,1,1,6,2,1,0,0
random_10,21,96.50760774094289,53,True,9,9,8,1,1,1,5,3,1,0,0
random_11,21,94.47062680114567,51,True,9,9,8,1,1,2,7,1,1,0,0
random_12,21,96.50760774094289,53,True,9,9,8,1,1,1,5,3,1,0,0
random_13,21,96.50760774094289,53,True,9,9,8,1,1,1,5,3,1,0,0
random_14,21,96.50760774094289,53,True,9,9,8,1,1,1,6,2,1,0,0
random_15,21,96.50760774094289,53,True,9,9,8,1,1,1,5,3,1,0,0
random_16,21,96.50760774094289,53,True,9,9,8,1,1,1,5,3,1,0,0
random_17,21,96.50760774094289,53,True,9,9,8,1,1,1,6,2,1,0,0
random_18,21,96.50760774094289,53,True,9,9,8,1,1,1,5,3,1,0,0
random_19,21,96.50760774094289,53,True,9,9,8,1,1,1,6,2,1,0,0
ascending,22,99.56634918824783,44,True,8,8,8,0,0,0,5,3,0,0,0
descending,22,99.6749780070809,44,True,8,8,8,0,0,0,5,3,0,0,0
random_00,22,99.6749780070809,44,True,8,8,8,0,0,0,5,3,0,0,0
random_01,22,99.56634918824783,44,True,8,8,8,0,0,0,5,3,0,0,0
random_02,22,99.56634918824783,44,True,8,8,8,0,0,0,5,3,0,0,0
random_03,22,99.6749780070809,44,True,8,8,8,0,0,0,5,3,0,0,0
random_04,22,99.56634918824783,44,True,8,8,8,0,0,0,4,4,0,0,0
random_05,22,99.6749780070809,44,True,8,8,8,0,0,0,5,3,0,0,0
random_06,22,99.6749780070809,44,True,8,8,8,0,0,0,6,2,0,0,0
random_07,22,99.56634918824783,44,True,8,8,8,0,0,0,6,2,0,0,0
random_08,22,99.56634918824783,44,True,8,8,8,0,0,0,6,2,0,0,0
random_09,22,99.56634918824783,44,True,8,8,8,0,0,0,5,3,0,0,0
random_10,22,99.56634918824783,44,True,8,8,8,0,0,0,5,3,0,0,0
random_11,22,99.56634918824783,44,True,8,8,8,0,0,0,5,3,0,0,0
random_12,22,99.6749780070809,44,True,8,8,8,0,0,0,4,4,0,0,0
random_13,22,99.6749780070809,44,True,8,8,8,0,0,0,5,3,0,0,0
random_14,22,99.6749780070809,44,True,8,8,8,0,0,0,5,3,0,0,0
random_15,22,99.56634918824783,44,True,8,8,8,0,0,0,5,3,0,0,0
random_16,22,99.6749780070809,44,True,8,8,8,0,0,0,6,2,0,0,0
random_17,22,99.56634918824783,44,True,8,8,8,0,0,0,5,3,0,0,0
random_18,22,99.6749780070809,44,True,8,8,8,0,0,0,5,3,0,0,0
random_19,22,99.56634918824783,44,True,8,8,8,0,0,0,5,3,0,0,0
ascending,23,100.0,45,True,7,7,7,0,0,0,4,3,0,0,0
descending,23,99.97065470120035,45,True,7,7,7,0,0,0,4,3,0,0,0
random_00,23,99.97065470120035,45,True,7,7,7,0,0,0,3,4,0,0,0
random_01,23,99.97065470120035,45,True,7,7,7,0,0,0,3,4,0,0,0
random_02,23,100.0,45,True,7,7,7,0,0,0,4,3,0,0,0
random_03,23,99.97065470120035,45,True,7,7,7,0,0,0,3,4,0,0,0
random_04,23,100.0,45,True,7,7,7,0,0,0,4,3,0,0,0
random_05,23,100.0,45,True,7,7,7,0,0,0,4,3,0,0,0
random_06,23,99.97065470120035,45,True,7,7,7,0,0,0,3,4,0,0,0
random_07,23,100.0,45,True,7,7,7,0,0,0,4,3,0,0,0
random_08,23,100.0,45,True,7,7,7,0,0,0,4,3,0,0,0
random_09,23,100.0,45,True,7,7,7,0,0,0,4,3,0,0,0
random_10,23,100.0,45,True,7,7,7,0,0,0,4,3,0,0,0
random_11,23,100.0,45,True,7,7,7,0,0,0,4,3,0,0,0
random_12,23,99.97065470120035,45,True,7,7,7,0,0,0,3,4,0,0,0
random_13,23,99.97065470120035,45,True,7,7,7,0,0,0,4,3,0,0,0
random_14,23,99.97065470120035,45,True,7,7,7,0,0,0,3,4,0,0,0
random_15,23,99.97065470120035,45,True,7,7,7,0,0,0,3,4,0,0,0
random_16,23,100.0,45,True,7,7,7,0,0,0,4,3,0,0,0
random_17,23,100.0,45,True,7,7,7,0,0,0,4,3,0,0,0
random_18,23,99.97065470120035,45,True,7,7,7,0,0,0,4,3,0,0,0
random_19,23,100.0,45,True,7,7,7,0,0,0,4,3,0,0,0
ascending,24,93.10201782499776,46,True,7,7,4,3,2,6,1,3,3,0,0
descending,24,97.39898364452156,49,True,6,6,5,1,1,2,0,5,1,0,0
random_00,24,96.2126899385965,48,True,7,7,4,3,2,4,1,3,3,0,0
random_01,24,97.39898364452156,49,True,6,6,5,1,1,2,0,5,1,0,0
random_02,24,93.10201782499776,46,True,7,7,4,3,2,6,2,2,3,0,0
random_03,24,97.39898364452156,49,True,6,6,5,1,1,2,1,4,1,0,0
random_04,24,93.10201782499776,46,True,6,6,3,3,2,6,1,2,3,0,0
random_05,24,96.2126899385965,48,True,7,7,5,2,2,3,3,2,2,0,0
random_06,24,96.2126899385965,48,True,7,7,4,3,2,4,0,4,3,0,0
random_07,24,90.66038297998213,45,True,7,7,5,2,2,5,2,3,2,0,0
random_08,24,96.2126899385965,48,True,7,7,4,3,2,4,0,4,3,0,0
random_09,24,96.2126899385965,48,True,7,7,5,2,2,3,1,4,2,0,0
random_10,24,97.39898364452156,49,True,7,7,6,1,1,2,2,4,1,0,0
random_11,24,90.66038297998213,45,True,7,7,4,3,2,7,1,3,3,0,0
random_12,24,97.39898364452156,49,True,6,6,5,1,1,2,0,5,1,0,0
random_13,24,96.2126899385965,48,True,7,7,5,2,2,3,0,5,2,0,0
random_14,24,92.90236082473585,46,True,6,6,4,2,2,4,1,3,2,0,0
random_15,24,96.2126899385965,48,True,7,7,5,2,2,3,1,4,2,0,0
random_16,24,93.10201782499776,46,True,6,6,3,3,2,6,1,2,3,0,0
random_17,24,90.66038297998213,45,True,7,7,4,3,2,7,1,3,3,0,0
random_18,24,96.2126899385965,48,True,7,7,4,3,2,4,1,3,3,0,0
random_19,24,96.2126899385965,48,True,7,7,4,3,2,4,1,3,3,0,0
ascending,25,99.90946549510639,54,True,10,10,10,0,0,0,7,3,0,0,0
descending,25,99.90946549510639,54,True,10,10,10,0,0,0,6,4,0,0,0
random_00,25,99.90946549510639,54,True,10,10,10,0,0,0,7,3,0,0,0
random_01,25,99.90946549510639,54,True,10,10,10,0,0,0,6,4,0,0,0
random_02,25,99.90946549510639,54,True,10,10,10,0,0,0,7,3,0,0,0
random_03,25,99.90946549510639,54,True,10,10,10,0,0,0,6,4,0,0,0
random_04,25,99.90633222414398,53,True,10,10,10,0,0,0,6,4,0,0,0
random_05,25,99.90946549510639,54,True,10,10,10,0,0,0,6,4,0,0,0
random_06,25,99.90946549510639,54,True,10,10,10,0,0,0,7,3,0,0,0
random_07,25,99.90946549510639,54,True,10,10,10,0,0,0,7,3,0,0,0
random_08,25,96.91778839300385,53,True,10,10,9,1,1,2,8,1,1,0,0
random_09,25,99.90946549510639,54,True,10,10,10,0,0,0,7,3,0,0,0
random_10,25,96.91778839300385,53,True,10,10,9,1,1,2,8,1,1,0,0
random_11,25,99.90946549510639,54,True,10,10,10,0,0,0,7,3,0,0,0
random_12,25,99.90946549510639,54,True,10,10,10,0,0,0,7,3,0,0,0
random_13,25,96.91778839300385,53,True,10,10,9,1,1,2,8,1,1,0,0
random_14,25,96.91778839300385,53,True,10,10,9,1,1,2,7,2,1,0,0
random_15,25,99.90633222414398,53,True,10,10,10,0,0,0,6,4,0,0,0
random_16,25,96.91465512204144,52,True,10,10,9,1,1,2,7,2,1,0,0
random_17,25,99.90633222414398,53,True,10,10,10,0,0,0,6,4,0,0,0
random_18,25,96.91465512204144,52,True,10,10,9,1,1,2,7,2,1,0,0
random_19,25,99.90946549510639,54,True,10,10,10,0,0,0,7,3,0,0,0
ascending,26,100.0,52,True,11,11,11,0,0,0,8,3,0,0,0
descending,26,99.76512038440818,53,True,10,10,10,0,0,0,7,3,0,0,0
random_00,26,99.65889369898237,52,True,11,11,11,0,0,0,8,3,0,0,0
random_01,26,99.89986045197645,53,True,10,10,10,0,0,0,7,3,0,0,0
random_02,26,99.8253165928815,51,True,12,12,12,0,0,0,8,4,0,0,0
random_03,26,99.80991464910173,52,True,11,11,11,0,0,0,8,3,0,0,0
random_04,26,99.72517704485796,52,True,11,11,11,0,0,0,8,3,0,0,0
random_05,26,99.80991464910173,52,True,11,11,11,0,0,0,8,3,0,0,0
random_06,26,99.76512038440818,53,True,9,9,9,0,0,0,6,3,0,0,0
random_07,26,99.87306966159117,52,True,11,11,11,0,0,0,7,4,0,0,0
random_08,26,99.72517704485796,52,True,11,11,11,0,0,0,8,3,0,0,0
random_09,26,99.87306966159117,52,True,11,11,11,0,0,0,8,3,0,0,0
random_10,26,99.82827539689762,53,True,11,11,11,0,0,0,8,3,0,0,0
random_11,26,99.80991464910173,52,True,11,11,11,0,0,0,8,3,0,0,0
random_12,26,100.0,52,True,11,11,11,0,0,0,6,5,0,0,0
random_13,26,100.0,52,True,11,11,11,0,0,0,7,4,0,0,0
random_14,26,99.65889369898237,52,True,11,11,11,0,0,0,8,3,0,0,0
random_15,26,100.0,52,True,11,11,11,0,0,0,8,3,0,0,0
random_16,26,100.0,52,True,12,12,12,0,0,0,8,4,0,0,0
random_17,26,99.87306966159117,52,True,11,11,11,0,0,0,7,4,0,0,0
random_18,26,100.0,52,True,12,12,12,0,0,0,7,5,0,0,0
random_19,26,100.0,52,True,12,12,12,0,0,0,9,3,0,0,0
ascending,27,86.7389567548966,43,True,12,12,8,4,4,6,3,5,4,0,0
descending,27,83.50227202481629,42,True,12,12,8,4,4,9,5,3,4,0,0
random_00,27,86.15850526647273,43,True,11,11,7,4,4,7,2,5,4,0,0
random_01,27,83.70241865445324,40,True,12,12,7,5,4,9,4,3,5,0,0
random_02,27,96.52250821951748,47,True,10,10,9,1,1,2,4,5,1,0,0
random_03,27,93.8181083580254,45,True,10,10,9,1,1,2,5,4,1,0,0
random_04,27,88.60771677720265,42,True,11,11,8,3,3,6,5,3,3,0,0
random_05,27,88.60771677720265,42,True,11,11,8,3,3,6,6,2,3,0,0
random_06,27,97.23293927193794,47,True,11,11,10,1,1,2,4,6,1,0,0
random_07,27,94.52853941044586,45,True,10,10,9,1,1,2,4,5,1,0,0
random_08,27,92.22699391527615,44,True,11,11,9,2,2,3,5,4,2,0,0
random_09,27,86.7262055993387,43,True,11,11,7,4,3,9,4,3,4,0,0
random_10,27,94.52853941044586,45,True,10,10,9,1,1,2,4,5,1,0,0
random_11,27,85.69188362560244,43,True,11,11,7,4,3,9,5,2,4,0,0
random_12,27,80.25944830980488,40,True,11,11,6,5,5,9,4,2,5,0,0
random_13,27,92.22699391527615,44,True,10,10,8,2,2,3,4,4,2,0,0
random_14,27,96.3812978457873,47,True,10,10,9,1,1,1,2,7,1,0,0
random_15,27,91.51656286285568,44,True,10,10,8,2,2,3,3,5,2,0,0
random_16,27,91.73860659783051,44,True,12,12,9,3,2,7,7,2,3,0,0
random_17,27,96.52250821951748,47,True,10,10,9,1,1,2,4,5,1,0,0
random_18,27,86.98391216815233,43,True,12,12,9,3,3,5,4,5,3,0,0
random_19,27,97.09172889820778,47,True,10,10,9,1,1,1,3,6,1,0,0
ascending,28,99.90794477148276,48,True,11,11,11,0,0,0,8,3,0,0,0
descending,28,99.90794477148276,48,True,11,11,11,0,0,0,10,1,0,0,0
random_00,28,99.90794477148276,48,True,11,11,11,0,0,0,9,2,0,0,0
random_01,28,99.90794477148276,48,True,11,11,11,0,0,0,10,1,0,0,0
random_02,28,99.90794477148276,48,True,11,11,11,0,0,0,11,0,0,0,0
random_03,28,99.90794477148276,48,True,11,11,11,0,0,0,9,2,0,0,0
random_04,28,99.90794477148276,48,True,11,11,11,0,0,0,9,2,0,0,0
random_05,28,99.90794477148276,48,True,11,11,11,0,0,0,8,3,0,0,0
random_06,28,99.90794477148276,48,True,11,11,11,0,0,0,10,1,0,0,0
random_07,28,99.90794477148276,48,True,11,11,11,0,0,0,9,2,0,0,0
random_08,28,99.90794477148276,48,True,11,11,11,0,0,0,11,0,0,0,0
random_09,28,99.90794477148276,48,True,11,11,11,0,0,0,10,1,0,0,0
random_10,28,99.41164065809102,47,True,12,12,12,0,0,0,10,2,0,0,0
random_11,28,99.90794477148276,48,True,11,11,11,0,0,0,10,1,0,0,0
random_12,28,99.90794477148276,48,True,11,11,11,0,0,0,7,4,0,0,0
random_13,28,99.90794477148276,48,True,11,11,11,0,0,0,10,1,0,0,0
random_14,28,99.90794477148276,48,True,11,11,11,0,0,0,8,3,0,0,0
random_15,28,99.90794477148276,48,True,11,11,11,0,0,0,10,1,0,0,0
random_16,28,99.90794477148276,48,True,11,11,11,0,0,0,11,0,0,0,0
random_17,28,99.90794477148276,48,True,11,11,11,0,0,0,9,2,0,0,0
random_18,28,99.90794477148276,48,True,11,11,11,0,0,0,7,4,0,0,0
random_19,28,99.90794477148276,48,True,11,11,11,0,0,0,8,3,0,0,0
ascending,29,98.22090292996667,53,True,7,7,6,1,1,1,3,3,1,0,0
descending,29,97.85530531987538,53,True,9,9,8,1,1,1,3,5,1,0,0
random_00,29,97.85530531987538,53,True,9,9,8,1,1,1,3,5,1,0,0
random_01,29,97.85530531987538,53,True,9,9,8,1,1,1,3,5,1,0,0
random_02,29,97.85530531987538,53,True,9,9,8,1,1,1,3,5,1,0,0
random_03,29,98.22090292996667,53,True,7,7,6,1,1,1,2,4,1,0,0
random_04,29,97.85530531987538,53,True,9,9,8,1,1,1,2,6,1,0,0
random_05,29,98.22090292996667,53,True,7,7,6,1,1,1,2,4,1,0,0
random_06,29,97.85530531987538,53,True,9,9,8,1,1,1,3,5,1,0,0
random_07,29,98.22090292996667,53,True,7,7,6,1,1,1,3,3,1,0,0
random_08,29,97.85530531987538,53,True,9,9,8,1,1,1,4,4,1,0,0
random_09,29,97.85530531987538,53,True,9,9,8,1,1,1,4,4,1,0,0
random_10,29,97.85530531987538,53,True,9,9,8,1,1,1,4,4,1,0,0
random_11,29,97.85530531987538,53,True,9,9,8,1,1,1,4,4,1,0,0
random_12,29,98.03824896792555,52,True,8,8,7,1,1,1,4,3,1,0,0
random_13,29,97.85530531987538,53,True,9,9,8,1,1,1,4,4,1,0,0
random_14,29,98.03824896792555,52,True,8,8,7,1,1,1,4,3,1,0,0
random_15,29,97.85530531987538,53,True,9,9,8,1,1,1,4,4,1,0,0
random_16,29,97.85530531987538,53,True,9,9,8,1,1,1,3,5,1,0,0
random_17,29,97.85530531987538,53,True,9,9,8,1,1,1,4,4,1,0,0
random_18,29,97.85530531987538,53,True,9,9,8,1,1,1,3,5,1,0,0
random_19,29,98.22090292996667,53,True,7,7,6,1,1,1,2,4,1,0,0
ascending,30,95.42095934197984,48,True,10,10,8,2,2,2,5,3,2,0,0
descending,30,96.13231394604536,48,True,10,10,9,1,1,2,5,4,1,0,0
random_00,30,95.34546189187517,49,True,11,11,10,1,1,2,4,6,1,0,0
random_01,30,96.13231394604536,48,True,10,10,9,1,1,2,7,2,1,0,0
random_02,30,96.13231394604536,48,True,10,10,9,1,1,2,6,3,1,0,0
random_03,30,95.42095934197984,48,True,10,10,8,2,2,2,5,3,2,0,0
random_04,30,94.3131289929282,48,True,10,10,8,2,2,4,4,4,2,0,0
random_05,30,95.42095934197984,48,True,10,10,8,2,2,2,6,2,2,0,0
random_06,30,94.67651302331402,49,True,10,10,8,2,2,3,5,3,2,0,0
random_07,30,94.67651302331402,49,True,10,10,8,2,2,3,4,4,2,0,0
random_08,30,96.13231394604536,48,True,10,10,9,1,1,2,5,4,1,0,0
random_09,30,96.13231394604536,48,True,10,10,9,1,1,2,5,4,1,0,0
random_10,30,95.42095934197984,48,True,10,10,8,2,2,2,5,3,2,0,0
random_11,30,96.13231394604536,48,True,10,10,9,1,1,2,6,3,1,0,0
random_12,30,96.13231394604536,48,True,10,10,9,1,1,2,6,3,1,0,0
random_13,30,96.13231394604536,48,True,10,10,9,1,1,2,5,4,1,0,0
random_14,30,96.13231394604536,48,True,10,10,9,1,1,2,5,4,1,0,0
random_15,30,96.13231394604536,48,True,10,10,9,1,1,2,5,4,1,0,0
random_16,30,95.34546189187517,49,True,11,11,10,1,1,2,3,7,1,0,0
random_17,30,95.42095934197984,48,True,10,10,8,2,2,2,5,3,2,0,0
random_18,30,95.70884592226098,50,True,11,11,10,1,1,1,3,7,1,0,0
random_19,30,94.3131289929282,48,True,10,10,8,2,2,4,4,4,2,0,0
ascending,31,99.74866760114215,46,True,11,11,11,0,0,0,8,3,0,0,0
descending,31,99.71858834259677,46,True,11,11,11,0,0,0,7,4,0,0,0
random_00,31,99.74866760114215,46,True,11,11,11,0,0,0,7,4,0,0,0
random_01,31,99.74866760114215,46,True,11,11,11,0,0,0,7,4,0,0,0
random_02,31,99.74866760114215,46,True,11,11,11,0,0,0,8,3,0,0,0
random_03,31,99.74866760114215,46,True,11,11,11,0,0,0,8,3,0,0,0
random_04,31,99.74866760114215,46,True,11,11,11,0,0,0,8,3,0,0,0
random_05,31,99.74866760114215,46,True,11,11,11,0,0,0,7,4,0,0,0
random_06,31,99.74866760114215,46,True,11,11,11,0,0,0,8,3,0,0,0
random_07,31,99.71858834259677,46,True,11,11,11,0,0,0,7,4,0,0,0
random_08,31,99.71858834259677,46,True,11,11,11,0,0,0,8,3,0,0,0
random_09,31,99.71858834259677,46,True,11,11,11,0,0,0,7,4,0,0,0
random_10,31,99.74866760114215,46,True,11,11,11,0,0,0,8,3,0,0,0
random_11,31,99.74866760114215,46,True,11,11,11,0,0,0,8,3,0,0,0
random_12,31,99.74866760114215,46,True,11,11,11,0,0,0,8,3,0,0,0
random_13,31,99.74866760114215,46,True,11,11,11,0,0,0,8,3,0,0,0
random_14,31,99.71858834259677,46,True,11,11,11,0,0,0,8,3,0,0,0
